questionId,currentQuestion,slug,category,subcategory,detectedIssue,severity,recommendedAction,rewriteSuggestion,priorityReason
"cmtlhym1e04klff54lw2y21rd","How would you design a solution for negative-feedback?","how-would-you-design-a-solution-for-negative-feedback","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you design a solution for negative feedback?",""
"cmtlhylw604kjff54m7jbgfv3","What's your approach to handling negative-feedback? with a focus on accessibility","what-s-your-approach-to-handling-negative-feedback-with-a-focus-on-accessibility","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What's your approach to handling negative feedback? with a focus on accessibility",""
"cmtlhylrr04khff54mgetdx0u","How would you evaluate whether negative-feedback is working well?","how-would-you-evaluate-whether-negative-feedback-is-working-well","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you evaluate whether negative feedback is working well?",""
"cmtlhylmg04kfff54il8tguj4","What common mistakes have you seen with negative-feedback?","what-common-mistakes-have-you-seen-with-negative-feedback","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What common mistakes have you seen with negative feedback?",""
"cmtlhyli704kdff54wb5wgjfs","How would you explain negative-feedback to a teammate who's new to it?","how-would-you-explain-negative-feedback-to-a-teammate-who-s-new-to-it","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you explain negative feedback to a teammate who's new to it?",""
"cmtlhyle404kbff5431m623lj","What's your process for negative-feedback in a production system?","what-s-your-process-for-negative-feedback-in-a-production-system","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What's your process for negative feedback in a production system?",""
"cmtlhyla104k9ff54c5x9rcky","How do you decide when negative-feedback is the right call?","how-do-you-decide-when-negative-feedback-is-the-right-call","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How do you decide when negative feedback is the right call?",""
"cmtlhyl5n04k7ff54cgufkjft","What trade-offs matter most when dealing with negative-feedback? with limited operational budget","what-trade-offs-matter-most-when-dealing-with-negative-feedback-with-limited-operational-budget","Marketing","Marketing","near duplicate (QCA-01561); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtlhyl0j04k5ff540nf90acg","Walk me through your strategy for negative-feedback.","walk-me-through-your-strategy-for-negative-feedback","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","Walk me through your strategy for negative feedback.",""
"cmtlhykwe04k3ff54qdhwaahw","How would you approach negative-feedback?","how-would-you-approach-negative-feedback","Marketing","Marketing","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","How would you handle negative feedback in a real project?",""
"cmtlhyk2v04jpff54wanc9tlg","How would you explain rebranding to a teammate who's new to it? with a focus on accessibility","how-would-you-explain-rebranding-to-a-teammate-who-s-new-to-it-with-a-focus-on-accessibility","Marketing","Marketing","near duplicate (QCA-00256)","MEDIUM","MERGE","",""
"cmtlhyjq904jjff54jzpl5zja","What trade-offs matter most when dealing with rebranding?","what-trade-offs-matter-most-when-dealing-with-rebranding","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What trade offs matter most when dealing with rebranding?",""
"cmtlhyjhw04jfff5467251gc6","How would you approach rebranding? for a high-risk release","how-would-you-approach-rebranding-for-a-high-risk-release","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you approach rebranding? for a high risk release",""
"cmtlhyjdp04jdff54uk2rsi7w","What would you prioritize when brand-guidelines?","what-would-you-prioritize-when-brand-guidelines","Marketing","Marketing","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","What would you prioritize when working on brand guidelines?",""
"cmtlhyj9e04jbff54ac0rl7aj","Talk me through how you'd handle brand-guidelines.","talk-me-through-how-you-d-handle-brand-guidelines","Marketing","Marketing","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","How would you handle brand guidelines. in a real situation?",""
"cmtlhyj5d04j9ff54ns9sdhr1","How would you design a solution for brand-guidelines? when a previous solution failed","how-would-you-design-a-solution-for-brand-guidelines-when-a-previous-solution-failed","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you design a solution for brand guidelines? when a previous solution failed",""
"cmtlhyj1804j7ff54oc4h9nyk","What's your approach to handling brand-guidelines?","what-s-your-approach-to-handling-brand-guidelines","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What's your approach to handling brand guidelines?",""
"cmtlhyix004j5ff54cbyxz8vt","How would you evaluate whether brand-guidelines is working well?","how-would-you-evaluate-whether-brand-guidelines-is-working-well","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you evaluate whether brand guidelines is working well?",""
"cmtlhyit204j3ff548qllbrze","What common mistakes have you seen with brand-guidelines? when a previous solution failed","what-common-mistakes-have-you-seen-with-brand-guidelines-when-a-previous-solution-failed","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What common mistakes have you seen with brand guidelines? when a previous solution failed",""
"cmtlhyiov04j1ff54w3zvfge4","How would you explain brand-guidelines to a teammate who's new to it?","how-would-you-explain-brand-guidelines-to-a-teammate-who-s-new-to-it","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you explain brand guidelines to a teammate who's new to it?",""
"cmtlhyiks04izff54dik1d4wc","What's your process for brand-guidelines in a production system?","what-s-your-process-for-brand-guidelines-in-a-production-system","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What's your process for brand guidelines in a production system?",""
"cmtlhyign04ixff54cuqca93a","How do you decide when brand-guidelines is the right call? for a small team","how-do-you-decide-when-brand-guidelines-is-the-right-call-for-a-small-team","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How do you decide when brand guidelines is the right call? for a small team",""
"cmtlhyick04ivff54wkd5rtzv","What trade-offs matter most when dealing with brand-guidelines?","what-trade-offs-matter-most-when-dealing-with-brand-guidelines","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What trade offs matter most when dealing with brand guidelines?",""
"cmtlhyi8904itff54egv0ptme","Walk me through your strategy for brand-guidelines. while mentoring a junior teammate","walk-me-through-your-strategy-for-brand-guidelines-while-mentoring-a-junior-teammate","Marketing","Marketing","near duplicate (QCA-00609); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtlhyi4504irff54uaj45ved","How would you approach brand-guidelines? when explaining your decision to a non-specialist","how-would-you-approach-brand-guidelines-when-explaining-your-decision-to-a-non-specialist","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you approach brand guidelines? when explaining your decision to a non specialist",""
"cmtlhyi0204ipff54y4au9cu5","What would you prioritize when go-to-market?","what-would-you-prioritize-when-go-to-market","Marketing","Marketing","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","What would you prioritize when working on go to market?",""
"cmtlhyhvt04inff54u8pswgtj","Talk me through how you'd handle go-to-market.","talk-me-through-how-you-d-handle-go-to-market","Marketing","Marketing","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","How would you handle go to market. in a real situation?",""
"cmtlhyhrt04ilff54qdolekdb","How would you design a solution for go-to-market? when a previous solution failed","how-would-you-design-a-solution-for-go-to-market-when-a-previous-solution-failed","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you design a solution for go to market? when a previous solution failed",""
"cmtlhyhnc04ijff54caf19u34","What's your approach to handling go-to-market? for a high-risk release","what-s-your-approach-to-handling-go-to-market-for-a-high-risk-release","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What's your approach to handling go to market? for a high risk release",""
"cmtlhyhj804ihff54x7tjmdtj","How would you evaluate whether go-to-market is working well? after measuring an unexpected result","how-would-you-evaluate-whether-go-to-market-is-working-well-after-measuring-an-unexpected-result","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you evaluate whether go to market is working well? after measuring an unexpected result",""
"cmtlhyhf304ifff549y77biwn","What common mistakes have you seen with go-to-market?","what-common-mistakes-have-you-seen-with-go-to-market","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What common mistakes have you seen with go to market?",""
"cmtlhyh8y04idff54j2eutslv","How would you explain go-to-market to a teammate who's new to it? with strict security and compliance requirements","how-would-you-explain-go-to-market-to-a-teammate-who-s-new-to-it-with-strict-security-and-compliance-requirements","Marketing","Marketing","near duplicate (QCA-00012); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtlhyh4l04ibff54jjswdjwz","What's your process for go-to-market in a production system?","what-s-your-process-for-go-to-market-in-a-production-system","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What's your process for go to market in a production system?",""
"cmtlhyh0g04i9ff54l5pkcdf3","How do you decide when go-to-market is the right call?","how-do-you-decide-when-go-to-market-is-the-right-call","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How do you decide when go to market is the right call?",""
"cmtlhygw004i7ff54tjqyb1yn","What trade-offs matter most when dealing with go-to-market?","what-trade-offs-matter-most-when-dealing-with-go-to-market","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What trade offs matter most when dealing with go to market?",""
"cmtlhygrv04i5ff54oyop41y3","Walk me through your strategy for go-to-market.","walk-me-through-your-strategy-for-go-to-market","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","Walk me through your strategy for go to market.",""
"cmtlhygns04i3ff54eihz68og","How would you approach go-to-market? when scalability is a critical concern","how-would-you-approach-go-to-market-when-scalability-is-a-critical-concern","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you approach go to market? when scalability is a critical concern",""
"cmtlhygjg04i1ff545aqsvm2t","What would you prioritize when marketing-automation?","what-would-you-prioritize-when-marketing-automation","Marketing","Marketing","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","What would you prioritize when working on marketing automation?",""
"cmtlhygf904hzff54g9dgr02i","Talk me through how you'd handle marketing-automation.","talk-me-through-how-you-d-handle-marketing-automation","Marketing","Marketing","near duplicate (QCA-00672); repeated question template; slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtlhygaz04hxff546h9ynrfc","How would you design a solution for marketing-automation?","how-would-you-design-a-solution-for-marketing-automation","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you design a solution for marketing automation?",""
"cmtlhyg6w04hvff542awc1v8d","What's your approach to handling marketing-automation? when requirements are unclear","what-s-your-approach-to-handling-marketing-automation-when-requirements-are-unclear","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What's your approach to handling marketing automation? when requirements are unclear",""
"cmtlhyg2i04htff54x5qzr5rq","How would you evaluate whether marketing-automation is working well? when explaining your decision to a non-specialist","how-would-you-evaluate-whether-marketing-automation-is-working-well-when-explaining-your-decision-to-a-non-specialist","Marketing","Marketing","near duplicate (QCA-00235); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtlhyfye04hrff54r1pg78jh","What common mistakes have you seen with marketing-automation? with strict security and compliance requirements","what-common-mistakes-have-you-seen-with-marketing-automation-with-strict-security-and-compliance-requirements","Marketing","Marketing","near duplicate (QCA-01010); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtlhyfu304hpff54evme622o","How would you explain marketing-automation to a teammate who's new to it? for a large‑scale production system","how-would-you-explain-marketing-automation-to-a-teammate-who-s-new-to-it-for-a-large-scale-production-system","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you explain marketing automation to a teammate who's new to it? for a large‑scale production system",""
"cmtlhyfpg04hnff540ljfnf1e","What's your process for marketing-automation in a production system?","what-s-your-process-for-marketing-automation-in-a-production-system","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What's your process for marketing automation in a production system?",""
"cmtlhyfle04hlff54kta1j6no","How do you decide when marketing-automation is the right call?","how-do-you-decide-when-marketing-automation-is-the-right-call","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How do you decide when marketing automation is the right call?",""
"cmtlhyfha04hjff5443nggf9a","What trade-offs matter most when dealing with marketing-automation?","what-trade-offs-matter-most-when-dealing-with-marketing-automation","Marketing","Marketing","near duplicate (QCA-01538); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtlhyfby04hhff54z173zjha","Walk me through your strategy for marketing-automation.","walk-me-through-your-strategy-for-marketing-automation","Marketing","Marketing","near duplicate (QCA-00674); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtlhyf7u04hfff54cpm52w2l","How would you approach marketing-automation?","how-would-you-approach-marketing-automation","Marketing","Marketing","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","How would you handle marketing automation in a real project?",""
"cmtlhyf3j04hdff54mutg6d3l","What would you prioritize when analytics? for a high-risk release","what-would-you-prioritize-when-analytics-for-a-high-risk-release","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What would you prioritize when analytics? for a high risk release",""
"cmtlhyez404hbff544w2jg5h6","Talk me through how you'd handle analytics. when scalability is a critical concern","talk-me-through-how-you-d-handle-analytics-when-scalability-is-a-critical-concern","Marketing","Marketing","near duplicate (QCA-00694)","MEDIUM","MERGE","",""
"cmtlhye1o04gvff54eeue2un0","What trade-offs matter most when dealing with analytics?","what-trade-offs-matter-most-when-dealing-with-analytics","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What trade offs matter most when dealing with analytics?",""
"cmtlhydko04gnff54rah8od47","Talk me through how you'd handle cro.","talk-me-through-how-you-d-handle-cro","Marketing","Marketing","near duplicate (QCA-00557); repeated question template","MEDIUM","MERGE","",""
"cmtlhyd7s04ghff547ivn8tu7","How would you evaluate whether cro is working well?","how-would-you-evaluate-whether-cro-is-working-well","Marketing","Marketing","near duplicate (QCA-00147)","MEDIUM","MERGE","",""
"cmtlhyd3k04gfff54omckl069","What common mistakes have you seen with cro?","what-common-mistakes-have-you-seen-with-cro","Marketing","Marketing","near duplicate (QCA-00937)","MEDIUM","MERGE","",""
"cmtlhycyp04gdff54dkl11w7t","How would you explain cro to a teammate who's new to it?","how-would-you-explain-cro-to-a-teammate-who-s-new-to-it","Marketing","Marketing","near duplicate (QCA-00149)","MEDIUM","MERGE","",""
"cmtlhycm104g7ff54sjnc2a33","What trade-offs matter most when dealing with cro? with strict security and compliance requirements","what-trade-offs-matter-most-when-dealing-with-cro-with-strict-security-and-compliance-requirements","Marketing","Marketing","near duplicate (QCA-01202); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtlhychx04g5ff5444dhwkkq","Walk me through your strategy for cro.","walk-me-through-your-strategy-for-cro","Marketing","Marketing","near duplicate (QCA-00559)","MEDIUM","MERGE","",""
"cmtlhycdn04g3ff54arqt1d3w","How would you approach cro?","how-would-you-approach-cro","Marketing","Marketing","repeated question template","MEDIUM","REWRITE","How would you handle cro in a real project?",""
"cmtlhyc9404g1ff548gzpijll","What would you prioritize when influencer-marketing?","what-would-you-prioritize-when-influencer-marketing","Marketing","Marketing","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","What would you prioritize when working on influencer marketing?",""
"cmtlhyc5204fzff5467ywwum6","Talk me through how you'd handle influencer-marketing. for a small team","talk-me-through-how-you-d-handle-influencer-marketing-for-a-small-team","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you handle influencer marketing. for a small team in a real situation?",""
"cmtlhyc0u04fxff54cniub9tb","How would you design a solution for influencer-marketing?","how-would-you-design-a-solution-for-influencer-marketing","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you design a solution for influencer marketing?",""
"cmtlhybwo04fvff54dqsrvktq","What's your approach to handling influencer-marketing?","what-s-your-approach-to-handling-influencer-marketing","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What's your approach to handling influencer marketing?",""
"cmtlhybs204ftff547z6xvst6","How would you evaluate whether influencer-marketing is working well?","how-would-you-evaluate-whether-influencer-marketing-is-working-well","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you evaluate whether influencer marketing is working well?",""
"cmtlhybo104frff542epia336","What common mistakes have you seen with influencer-marketing? with a focus on accessibility","what-common-mistakes-have-you-seen-with-influencer-marketing-with-a-focus-on-accessibility","Marketing","Marketing","near duplicate (QCA-01045); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtlhybjz04fpff54s8ii2zri","How would you explain influencer-marketing to a teammate who's new to it?","how-would-you-explain-influencer-marketing-to-a-teammate-who-s-new-to-it","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you explain influencer marketing to a teammate who's new to it?",""
"cmtlhybft04fnff54wqbcveiu","What's your process for influencer-marketing in a production system?","what-s-your-process-for-influencer-marketing-in-a-production-system","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What's your process for influencer marketing in a production system?",""
"cmtlhybbs04flff54wfc98y2z","How do you decide when influencer-marketing is the right call?","how-do-you-decide-when-influencer-marketing-is-the-right-call","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How do you decide when influencer marketing is the right call?",""
"cmtlhyb7o04fjff54alpa6qi3","What trade-offs matter most when dealing with influencer-marketing?","what-trade-offs-matter-most-when-dealing-with-influencer-marketing","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What trade offs matter most when dealing with influencer marketing?",""
"cmtlhyb3a04fhff54hg4wuvwb","Walk me through your strategy for influencer-marketing.","walk-me-through-your-strategy-for-influencer-marketing","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","Walk me through your strategy for influencer marketing.",""
"cmtlhyaz404ffff544vsrdxm8","How would you approach influencer-marketing?","how-would-you-approach-influencer-marketing","Marketing","Marketing","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","How would you handle influencer marketing in a real project?",""
"cmtlhyauu04fdff54kjtvdut4","What would you prioritize when product-launch?","what-would-you-prioritize-when-product-launch","Marketing","Marketing","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","What would you prioritize when working on product launch?",""
"cmtlhyapz04fbff54474nwh2i","Talk me through how you'd handle product-launch.","talk-me-through-how-you-d-handle-product-launch","Marketing","Marketing","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","How would you handle product launch. in a real situation?",""
"cmtlhyalk04f9ff54ggwzioze","How would you design a solution for product-launch?","how-would-you-design-a-solution-for-product-launch","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you design a solution for product launch?",""
"cmtlhyahe04f7ff54q533pfyl","What's your approach to handling product-launch?","what-s-your-approach-to-handling-product-launch","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What's your approach to handling product launch?",""
"cmtlhyaca04f5ff54hg67epcw","How would you evaluate whether product-launch is working well?","how-would-you-evaluate-whether-product-launch-is-working-well","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you evaluate whether product launch is working well?",""
"cmtlhya8504f3ff54blg47120","What common mistakes have you seen with product-launch? under a tight deadline","what-common-mistakes-have-you-seen-with-product-launch-under-a-tight-deadline","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What common mistakes have you seen with product launch? under a tight deadline",""
"cmtlhya3h04f1ff54daik98ml","How would you explain product-launch to a teammate who's new to it? for a large‑scale production system","how-would-you-explain-product-launch-to-a-teammate-who-s-new-to-it-for-a-large-scale-production-system","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you explain product launch to a teammate who's new to it? for a large‑scale production system",""
"cmtlhy9zg04ezff54dkqtjrx6","What's your process for product-launch in a production system?","what-s-your-process-for-product-launch-in-a-production-system","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What's your process for product launch in a production system?",""
"cmtlhy9v604exff5461twwwdh","How do you decide when product-launch is the right call?","how-do-you-decide-when-product-launch-is-the-right-call","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How do you decide when product launch is the right call?",""
"cmtlhy9qz04evff54o3rn3h8s","What trade-offs matter most when dealing with product-launch? when requirements are unclear","what-trade-offs-matter-most-when-dealing-with-product-launch-when-requirements-are-unclear","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What trade offs matter most when dealing with product launch? when requirements are unclear",""
"cmtlhy9mv04etff5402yhubsh","Walk me through your strategy for product-launch.","walk-me-through-your-strategy-for-product-launch","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","Walk me through your strategy for product launch.",""
"cmtlhy9i704erff541r3wa5f9","How would you approach product-launch?","how-would-you-approach-product-launch","Marketing","Marketing","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","How would you handle product launch in a real project?",""
"cmtlhy9e004epff54elcyqngt","What would you prioritize when customer-segmentation?","what-would-you-prioritize-when-customer-segmentation","Marketing","Marketing","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","What would you prioritize when working on customer segmentation?",""
"cmtlhy99m04enff545ivu3lip","Talk me through how you'd handle customer-segmentation.","talk-me-through-how-you-d-handle-customer-segmentation","Marketing","Marketing","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","How would you handle customer segmentation. in a real situation?",""
"cmtlhy95i04elff54hxncenng","How would you design a solution for customer-segmentation? with a focus on accessibility","how-would-you-design-a-solution-for-customer-segmentation-with-a-focus-on-accessibility","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you design a solution for customer segmentation? with a focus on accessibility",""
"cmtlhy91e04ejff54t3p0q3fp","What's your approach to handling customer-segmentation? when a previous solution failed","what-s-your-approach-to-handling-customer-segmentation-when-a-previous-solution-failed","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What's your approach to handling customer segmentation? when a previous solution failed",""
"cmtlhy8x504ehff5404s85mfw","How would you evaluate whether customer-segmentation is working well? under a tight deadline","how-would-you-evaluate-whether-customer-segmentation-is-working-well-under-a-tight-deadline","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you evaluate whether customer segmentation is working well? under a tight deadline",""
"cmtlhy8sk04efff540gd4v2l3","What common mistakes have you seen with customer-segmentation?","what-common-mistakes-have-you-seen-with-customer-segmentation","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What common mistakes have you seen with customer segmentation?",""
"cmtlhy8oa04edff54mvp5o1h5","How would you explain customer-segmentation to a teammate who's new to it?","how-would-you-explain-customer-segmentation-to-a-teammate-who-s-new-to-it","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you explain customer segmentation to a teammate who's new to it?",""
"cmtlhy8k704ebff54ligikdt5","What's your process for customer-segmentation in a production system?","what-s-your-process-for-customer-segmentation-in-a-production-system","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What's your process for customer segmentation in a production system?",""
"cmtlhy8g304e9ff54jel08b35","How do you decide when customer-segmentation is the right call?","how-do-you-decide-when-customer-segmentation-is-the-right-call","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How do you decide when customer segmentation is the right call?",""
"cmtlhy8by04e7ff544sfwfokb","What trade-offs matter most when dealing with customer-segmentation?","what-trade-offs-matter-most-when-dealing-with-customer-segmentation","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What trade offs matter most when dealing with customer segmentation?",""
"cmtlhy87o04e5ff54wjnqqlf4","Walk me through your strategy for customer-segmentation.","walk-me-through-your-strategy-for-customer-segmentation","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","Walk me through your strategy for customer segmentation.",""
"cmtlhy83c04e3ff54c505ykhs","How would you approach customer-segmentation?","how-would-you-approach-customer-segmentation","Marketing","Marketing","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","How would you handle customer segmentation in a real project?",""
"cmtlhy7io04dtff54kylyk6p7","How would you approach attribution? for a global team with distributed members","how-would-you-approach-attribution-for-a-global-team-with-distributed-members","Marketing","Marketing","context variation (QCA-00258)","MEDIUM","MERGE","",""
"cmtlhy7ei04drff54vmf5afi6","What would you prioritize when campaign-measurement?","what-would-you-prioritize-when-campaign-measurement","Marketing","Marketing","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","What would you prioritize when working on campaign measurement?",""
"cmtlhy7ae04dpff54rf71le15","Talk me through how you'd handle campaign-measurement.","talk-me-through-how-you-d-handle-campaign-measurement","Marketing","Marketing","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","How would you handle campaign measurement. in a real situation?",""
"cmtlhy76804dnff547ovsfkds","How would you design a solution for campaign-measurement?","how-would-you-design-a-solution-for-campaign-measurement","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you design a solution for campaign measurement?",""
"cmtlhy72504dlff540ewoyuiq","What's your approach to handling campaign-measurement? when explaining your decision to a non-specialist","what-s-your-approach-to-handling-campaign-measurement-when-explaining-your-decision-to-a-non-specialist","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What's your approach to handling campaign measurement? when explaining your decision to a non specialist",""
"cmtlhy6y104djff54ffjb8vli","How would you evaluate whether campaign-measurement is working well? when scalability is a critical concern","how-would-you-evaluate-whether-campaign-measurement-is-working-well-when-scalability-is-a-critical-concern","Marketing","Marketing","near duplicate (QCA-00259); slug-like placeholder topic","MEDIUM","MERGE","",""
"cmtlhy6tq04dhff54t3ttmp3i","What common mistakes have you seen with campaign-measurement?","what-common-mistakes-have-you-seen-with-campaign-measurement","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What common mistakes have you seen with campaign measurement?",""
"cmtlhy6pi04dfff54f1jxlsqc","How would you explain campaign-measurement to a teammate who's new to it?","how-would-you-explain-campaign-measurement-to-a-teammate-who-s-new-to-it","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you explain campaign measurement to a teammate who's new to it?",""
"cmtlhy6l904ddff54rap5kco0","What's your process for campaign-measurement in a production system?","what-s-your-process-for-campaign-measurement-in-a-production-system","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What's your process for campaign measurement in a production system?",""
"cmtlhy6h704dbff54yi3ybjiv","How do you decide when campaign-measurement is the right call?","how-do-you-decide-when-campaign-measurement-is-the-right-call","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How do you decide when campaign measurement is the right call?",""
"cmtlhy6d404d9ff54a728fsve","What trade-offs matter most when dealing with campaign-measurement?","what-trade-offs-matter-most-when-dealing-with-campaign-measurement","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What trade offs matter most when dealing with campaign measurement?",""
"cmtlhy68z04d7ff5419df1pua","Walk me through your strategy for campaign-measurement.","walk-me-through-your-strategy-for-campaign-measurement","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","Walk me through your strategy for campaign measurement.",""
"cmtlhy64t04d5ff54oo6hm70s","How would you approach campaign-measurement?","how-would-you-approach-campaign-measurement","Marketing","Marketing","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","How would you handle campaign measurement in a real project?",""
"cmtlhy60j04d3ff54sb8kv8ed","What would you prioritize when brand-messaging?","what-would-you-prioritize-when-brand-messaging","Marketing","Marketing","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","What would you prioritize when working on brand messaging?",""
"cmtlhy5w904d1ff54ficsacbq","Talk me through how you'd handle brand-messaging.","talk-me-through-how-you-d-handle-brand-messaging","Marketing","Marketing","repeated question template; slug-like placeholder topic","MEDIUM","REWRITE","How would you handle brand messaging. in a real situation?",""
"cmtlhy5s104czff54o1kd9edm","How would you design a solution for brand-messaging? after measuring an unexpected result","how-would-you-design-a-solution-for-brand-messaging-after-measuring-an-unexpected-result","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","How would you design a solution for brand messaging? after measuring an unexpected result",""
"cmtlhy5ly04cxff54c77x3w13","What's your approach to handling brand-messaging?","what-s-your-approach-to-handling-brand-messaging","Marketing","Marketing","slug-like placeholder topic","MEDIUM","REWRITE","What's your approach to handling brand messaging?",""
